StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q20,Q5,Q6,Q7,Q8,Q9,Q16,Q10,Q11,Q18,Q12,Q13,Q19,Q14,Q15,Q20
2026-05-20 09:29:46,2026-05-20 09:32:18,Dirección IP,170.155.231.1,100,151,Verdadero,2026-05-20 09:32:18,R_6ieUfOjHYwZtvl8,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,No,Algo importante,Si,,,
2026-05-20 09:30:53,2026-05-20 09:34:24,Dirección IP,181.230.112.73,100,211,Verdadero,2026-05-20 09:34:25,R_15HFcvzJnUpn4Cy,,,,,-34.9309,-57.9417,anonymous,ES-ES,20,Mujer/Femenino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",PRO,Patricia Bullrich,Si,,,,No,Algo importante,Si,,,,,,
2026-05-20 09:33:42,2026-05-20 09:37:42,Dirección IP,186.143.204.186,100,240,Verdadero,2026-05-20 09:37:42,R_3T4HhiBDk6qJklP,,,,,-34.9215,-57.9545,anonymous,ES-ES,20,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,Si,Algo importante,Prefiero no responder,,,
2026-05-20 09:38:30,2026-05-20 09:40:36,Dirección IP,147.161.129.75,100,126,Verdadero,2026-05-20 09:40:37,R_610eyJ3WEpNFRYD,,,,,-23.5475,-46.6361,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,Si,No,Algo importante,Si,,,,,,,,,
2026-05-20 09:35:31,2026-05-20 09:42:00,Dirección IP,186.39.104.101,100,389,Verdadero,2026-05-20 09:42:00,R_64cLJ2vQVRHu8iC,,,,,-34.812,-58.337,anonymous,ES-ES,21,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,No,Poco importante,Si,,,,,,,,,
2026-05-20 09:46:26,2026-05-20 09:48:51,Dirección IP,181.8.128.157,100,144,Verdadero,2026-05-20 09:48:52,R_7GB4r7i88DWpPj7,,,,,-34.6142,-58.3811,anonymous,ES-ES,21,Hombre/Masculino,Universitario,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,Si,Nada importante,Si,,,,,,
2026-05-20 09:45:52,2026-05-20 09:48:54,Dirección IP,186.22.19.212,100,181,Verdadero,2026-05-20 09:48:54,R_7QClq3BdipjetHj,,,,,-34.9309,-57.9417,anonymous,ES-ES,26,Mujer/Femenino,Universitario,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,No fui a votar,Si,,,,,,,No,Algo importante,Si,,,
2026-05-20 09:47:08,2026-05-20 09:54:49,Dirección IP,200.55.125.200,100,461,Verdadero,2026-05-20 09:54:50,R_1ql5TupyGX0nZCM,,,,,-34.9309,-57.9417,anonymous,ES-ES,24,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Nunca,Otro,Javier Milei,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-20 10:05:17,2026-05-20 10:08:18,Dirección IP,190.229.38.193,100,181,Verdadero,2026-05-20 10:08:19,R_3ahhZorNJVuEEjB,,,,,-34.4097,-58.7143,anonymous,ES-ES,18,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,No fui a votar,Si,,,,,,,No,Muy importante,Si,,,
2026-05-20 10:05:54,2026-05-20 10:08:44,Dirección IP,186.158.220.237,100,169,Verdadero,2026-05-20 10:08:45,R_6asEDCfspbuWYjc,,,,,-34.7313,-58.2549,anonymous,ES-ES,21,Hombre/Masculino,Universitario,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-20 10:07:06,2026-05-20 10:09:20,Dirección IP,186.143.200.217,100,134,Verdadero,2026-05-20 10:09:21,R_3hGLyANDKAYUzHr,,,,,-34.6142,-58.3811,anonymous,ES-ES,22,Hombre/Masculino,Universitario,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,Otro,Sergio Massa,Si,Si,Algo importante,No,,,,,,,,,
2026-05-20 10:09:55,2026-05-20 10:12:06,Dirección IP,186.137.213.135,100,131,Verdadero,2026-05-20 10:12:07,R_5hXX0A5d4QnAwDP,,,,,-34.9309,-57.9417,anonymous,ES-ES,19,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Sergio Massa,Si,,,,No,Algo importante,Si,,,,,,
2026-05-20 07:52:56,2026-05-20 10:33:57,Dirección IP,190.194.111.3,100,9660,Verdadero,2026-05-20 10:33:57,R_7CeyWNOPoGUwxJP,,,,,-34.4231,-58.583,anonymous,ES-ES,20,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Regularmente (todas las semanas),La Libertad Avanza,Javier Milei,No,,,,,,,No,Algo importante,No,,,
2026-05-20 11:01:55,2026-05-20 11:12:21,Dirección IP,200.42.69.10,100,626,Verdadero,2026-05-20 11:12:22,R_15TxEoxM5G2illo,,,,,-36,-59.9964,anonymous,ES-ES,20,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Regularmente (todas las semanas),No me identifico con ninguno,Prefiero no responder,Si,,,,,,,,,,Si,Algo importante,Si
2026-05-20 11:16:23,2026-05-20 11:19:18,Dirección IP,190.193.90.48,100,175,Verdadero,2026-05-20 11:19:18,R_3BQrXEgGnc18Epa,,,,,-34.9309,-57.9417,anonymous,ES-ES,25,Mujer/Femenino,Universitario,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,No,Muy importante,Si,,,,,,
2026-05-20 11:06:45,2026-05-20 11:33:05,Dirección IP,181.230.114.193,100,1579,Verdadero,2026-05-20 11:33:05,R_7ePJad3TMAU0Dbr,,,,,-34.9309,-57.9417,anonymous,ES-ES,24,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,En blanco,Si,No,Algo importante,No,,,,,,,,,
2026-05-20 11:35:23,2026-05-20 11:39:11,Dirección IP,172.225.222.30,100,228,Verdadero,2026-05-20 11:39:12,R_1GdYrG3i7ISt93y,,,,,-34.6142,-58.3811,anonymous,ES-ES,20,Hombre/Masculino,Universitario,De acuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,No,Muy importante,Si,,,,,,,,,
2026-05-20 11:44:18,2026-05-20 11:46:55,Dirección IP,181.45.177.68,100,157,Verdadero,2026-05-20 11:46:56,R_1iqCYAwaY5Fbplh,,,,,-34.9309,-57.9417,anonymous,ES-ES,35,Hombre/Masculino,Universitario,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,Si,Algo importante,Si,,,
2026-05-20 11:44:46,2026-05-20 11:47:36,Dirección IP,186.143.198.11,100,169,Verdadero,2026-05-20 11:47:36,R_7B2rrBULVGGcVkl,,,,,-34.6142,-58.3811,anonymous,ES-ES,22,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,No,,,,No,Algo importante,Si,,,,,,
2026-05-20 11:45:19,2026-05-20 11:50:39,Dirección IP,181.9.122.180,100,320,Verdadero,2026-05-20 11:50:40,R_3i5whzJTorEuEOB,,,,,-34.6142,-58.3811,anonymous,ES-ES,20,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,No,Muy importante,Si,,,,,,
2026-05-20 11:57:51,2026-05-20 12:06:36,Dirección IP,186.109.93.226,100,524,Verdadero,2026-05-20 12:06:36,R_7qf2jlC30QN5Ngr,,,,,-26.7964,-60.8316,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",PRO,No fui a votar,Si,,,,,,,No,Poco importante,Si,,,
2026-05-20 12:03:28,2026-05-20 12:06:47,Dirección IP,190.230.216.119,100,198,Verdadero,2026-05-20 12:06:47,R_7qxw5ZuSN6KXDVo,,,,,-34.9309,-57.9417,anonymous,ES-ES,21,Mujer/Femenino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,No fui a votar,Si,Si,Algo importante,Si,,,,,,,,,
2026-05-20 12:18:16,2026-05-20 12:21:31,Dirección IP,186.128.33.19,100,194,Verdadero,2026-05-20 12:21:32,R_1sjH08z1cfjzEQX,,,,,-34.4461,-58.6458,anonymous,ES-ES,21,Hombre/Masculino,Universitario,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,,,,No,Muy importante,Si,,,
2026-05-20 12:23:32,2026-05-20 12:26:09,Dirección IP,186.143.138.249,100,157,Verdadero,2026-05-20 12:26:10,R_1LbakQIr4cXe50p,,,,,-34.6142,-58.3811,anonymous,ES-ES,20,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,,,,,,,,,,Si,Algo importante,Si
2026-05-20 12:38:05,2026-05-20 12:47:18,Dirección IP,186.39.9.42,100,553,Verdadero,2026-05-20 12:47:19,R_1hAVLCkfPCNoY1t,,,,,-34.812,-58.337,anonymous,ES-ES,23,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Sergio Massa,Si,,,,Si,Muy importante,Si,,,,,,
2026-05-20 12:53:08,2026-05-20 12:56:33,Dirección IP,181.8.131.3,100,205,Verdadero,2026-05-20 12:56:33,R_53a22M9raGkADoh,,,,,-34.6142,-58.3811,anonymous,ES-ES,25,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Regularmente (todas las semanas),No me identifico con ninguno,Javier Milei,Si,,,,Si,Muy importante,Si,,,,,,
2026-05-20 12:56:09,2026-05-20 12:59:03,Dirección IP,163.10.15.251,100,173,Verdadero,2026-05-20 12:59:04,R_7LdJ00OUJPTeYof,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Sergio Massa,Si,Si,Muy importante,Si,,,,,,,,,
2026-05-20 13:17:44,2026-05-20 13:23:12,Dirección IP,170.51.98.49,100,327,Verdadero,2026-05-20 13:23:12,R_5dLwKp7GNeXg2PG,,,,,-24.8065,-65.42,anonymous,ES-ES,28,Mujer/Femenino,Ninguno de los anteriores,En desacuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)","Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,No,Poco importante,No,,,
2026-05-20 13:50:16,2026-05-20 13:53:03,Dirección IP,181.231.186.75,100,167,Verdadero,2026-05-20 13:53:04,R_7kjBI6mKu42u4ud,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,Si,Muy importante,Si,,,,,,
2026-05-20 14:11:35,2026-05-20 14:13:58,Dirección IP,152.169.121.165,100,142,Verdadero,2026-05-20 14:13:58,R_3rkEMyfPIoxuOd3,,,,,-34.8635,-58.0188,anonymous,ES-ES,21,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,Si,Muy importante,Si,,,,,,,,,
2026-05-20 14:43:27,2026-05-20 14:45:49,Dirección IP,181.231.44.117,100,141,Verdadero,2026-05-20 14:45:49,R_7LhZr3dQgHFgKNn,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),No me identifico con ninguno,Prefiero no responder,Si,,,,,,,No,Algo importante,Si,,,
2026-05-20 14:53:11,2026-05-20 14:55:37,Dirección IP,181.116.201.167,100,146,Verdadero,2026-05-20 14:55:37,R_12LExPkEij48NI5,,,,,-24.8065,-65.42,anonymous,ES-ES,20,Mujer/Femenino,Universitario,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,No,,,,Si,Muy importante,Si,,,,,,
2026-05-20 14:53:18,2026-05-20 14:56:04,Dirección IP,190.246.26.68,100,166,Verdadero,2026-05-20 14:56:05,R_1PGgjmcn01QmmnE,,,,,-24.7831,-65.4111,anonymous,ES-ES,20,Mujer/Femenino,Universitario,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,En blanco,Si,,,,Si,Nada importante,Si,,,,,,
2026-05-20 14:54:08,2026-05-20 15:00:35,Dirección IP,181.239.112.5,100,386,Verdadero,2026-05-20 15:00:35,R_5lzDsBXS90jGCPh,,,,,-34.6022,-58.3845,anonymous,ES-ES,19,Mujer/Femenino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,No,,,,No,Poco importante,No,,,,,,
2026-05-20 14:57:04,2026-05-20 15:00:53,Dirección IP,186.157.163.57,100,229,Verdadero,2026-05-20 15:00:54,R_6RapCns5uF3wIrj,,,,,-34.6022,-58.3845,anonymous,ES-ES,19,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),Prefiero no responder,Javier Milei,Si,,,,No,Muy importante,Si,,,,,,
2026-05-20 14:59:37,2026-05-20 15:02:48,Dirección IP,190.18.124.105,100,191,Verdadero,2026-05-20 15:02:48,R_3fcVAcCxTWw06be,,,,,-24.7831,-65.4111,anonymous,ES-ES,20,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),Prefiero no responder,Javier Milei,Si,,,,,,,No,Algo importante,No,,,
2026-05-20 14:56:24,2026-05-20 15:04:13,Dirección IP,170.210.207.138,100,469,Verdadero,2026-05-20 15:04:13,R_6oTxeuAnbbfbnik,,,,,-36,-59.9964,anonymous,ES-ES,23,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Myriam Bregman,Si,,,,,,,No,Algo importante,Si,,,
2026-05-20 15:04:34,2026-05-20 15:06:32,Dirección IP,170.51.98.156,100,118,Verdadero,2026-05-20 15:06:33,R_1D5COSQXyy8YW9o,,,,,-24.8065,-65.42,anonymous,ES-ES,22,Hombre/Masculino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",No fui a votar,Si,,,,,,,,,,Si,Nada importante,No
2026-05-20 15:03:49,2026-05-20 15:06:33,Dirección IP,186.157.51.230,100,164,Verdadero,2026-05-20 15:06:34,R_71SLRUZSdn5smlD,,,,,-34.6022,-58.3845,anonymous,ES-ES,18,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ocasionalmente (al menos una vez al mes),No me identifico con ninguno,En blanco,No,,,,,,,No,Muy importante,Si,,,
2026-05-20 15:03:37,2026-05-20 15:10:27,Dirección IP,186.157.79.208,100,410,Verdadero,2026-05-20 15:10:27,R_11ckGqOMW2ivrnV,,,,,-34.6022,-58.3845,anonymous,ES-ES,21,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Ocasionalmente (al menos una vez al mes),No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-20 15:07:25,2026-05-20 15:19:36,Dirección IP,181.9.210.109,100,731,Verdadero,2026-05-20 15:19:37,R_5BYtTtkITTkXTHG,,,,,-26.816,-65.2154,anonymous,ES-ES,18,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ocasionalmente (al menos una vez al mes),No me identifico con ninguno,No fui a votar,Si,Si,Algo importante,Si,,,,,,,,,
2026-05-20 15:16:03,2026-05-20 15:21:52,Dirección IP,190.2.125.98,100,348,Verdadero,2026-05-20 15:21:52,R_1QsZD7nWPiOzcPp,,,,,-24.7831,-65.4111,anonymous,ES-ES,37,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,No fui a votar,Si,,,,Si,Muy importante,No,,,,,,
2026-05-20 15:19:55,2026-05-20 15:23:11,Dirección IP,170.210.207.138,100,195,Verdadero,2026-05-20 15:23:11,R_6ZHzE1bni0is4dN,,,,,-36,-59.9964,anonymous,ES-ES,18,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Nunca,No me identifico con ninguno,En blanco,Si,,,,,,,,,,Si,Poco importante,No
2026-05-20 15:21:02,2026-05-20 15:25:59,Dirección IP,186.139.121.20,100,296,Verdadero,2026-05-20 15:25:59,R_7CZ60Q7m9J48QlF,,,,,-24.7831,-65.4111,anonymous,ES-ES,18,Mujer/Femenino,Universitario,De acuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Nunca,Prefiero no responder,Prefiero no responder,Si,No,Algo importante,Si,,,,,,,,,
2026-05-20 15:42:53,2026-05-20 15:46:53,Dirección IP,181.9.211.32,100,239,Verdadero,2026-05-20 15:46:53,R_6V5e3EwX9x6izHH,,,,,-26.816,-65.2154,anonymous,ES-ES,20,Mujer/Femenino,Universitario,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ocasionalmente (al menos una vez al mes),No me identifico con ninguno,En blanco,Si,Si,Muy importante,No,,,,,,,,,
2026-05-20 15:55:23,2026-05-20 15:57:11,Dirección IP,190.195.244.208,100,107,Verdadero,2026-05-20 15:57:11,R_50pDRb17xNFuwvz,,,,,-24.7831,-65.4111,anonymous,ES-ES,19,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,No,,,,Si,Muy importante,Si,,,,,,
2026-05-20 15:56:59,2026-05-20 16:02:28,Dirección IP,190.195.244.211,100,328,Verdadero,2026-05-20 16:02:28,R_52mz3gJj58ZHBZl,,,,,-24.7831,-65.4111,anonymous,ES-ES,24,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,Si,Muy importante,No,,,
2026-05-20 16:01:14,2026-05-20 16:04:04,Dirección IP,201.234.40.150,100,169,Verdadero,2026-05-20 16:04:05,R_7hFlOex2oNXGOD4,,,,,-24.7831,-65.4111,anonymous,ES-ES,18,Hombre/Masculino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,Otro,Sergio Massa,Si,,,,,,,No,Muy importante,Si,,,
2026-05-20 16:06:47,2026-05-20 16:10:47,Dirección IP,181.238.11.228,100,239,Verdadero,2026-05-20 16:10:48,R_3PoIYotbM6uJD3h,,,,,-34.6022,-58.3845,anonymous,ES-ES,26,Mujer/Femenino,Universitario,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,No,,,,,,,,,,Si,Muy importante,No
2026-05-20 16:14:33,2026-05-20 16:25:07,Dirección IP,181.97.217.152,100,633,Verdadero,2026-05-20 16:25:07,R_70YS0QjSHDTkn9z,,,,,-24.7831,-65.4111,anonymous,ES-ES,21,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,Si,Muy importante,No,,,,,,
2026-05-20 16:37:55,2026-05-20 16:40:42,Dirección IP,181.116.200.227,100,166,Verdadero,2026-05-20 16:40:42,R_5Xib6J5bdAIiCVb,,,,,-24.8065,-65.42,anonymous,ES-ES,24,Mujer/Femenino,Universitario,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Muy importante,Prefiero no responder
2026-05-20 16:40:22,2026-05-20 16:43:59,Dirección IP,181.116.201.233,100,216,Verdadero,2026-05-20 16:43:59,R_1k24V7fqHx6pVbQ,,,,,-24.8065,-65.42,anonymous,ES-ES,28,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,No,No,Poco importante,No,,,,,,,,,
2026-05-20 16:59:50,2026-05-20 18:02:15,Dirección IP,201.220.22.247,100,3745,Verdadero,2026-05-20 18:02:15,R_3qlJFzgil5TEN82,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Hombre/Masculino,Universitario,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),La Libertad Avanza,Javier Milei,Si,Si,Muy importante,Si,,,,,,,,,
2026-05-20 08:38:32,2026-05-20 18:04:23,Dirección IP,186.137.47.92,100,33951,Verdadero,2026-05-20 18:04:24,R_7YldFiUqyEgjk3N,,,,,-34.8569,-58.0578,anonymous,ES-ES,20,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,PRO,Anulé el voto,Si,No,Algo importante,Si,,,,,,,,,
2026-05-20 18:04:40,2026-05-20 18:09:30,Dirección IP,186.137.47.92,100,289,Verdadero,2026-05-20 18:09:31,R_5leb8rY8B0lM0et,,,,,-34.8569,-58.0578,anonymous,ES-ES,20,Hombre/Masculino,Universitario,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,,,,,,,No,Algo importante,Si
2026-05-20 18:22:49,2026-05-20 18:25:07,Dirección IP,186.22.19.224,100,137,Verdadero,2026-05-20 18:25:07,R_7mDAT7gsl7wWIyq,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Sergio Massa,Si,,,,Si,Algo importante,Prefiero no responder,,,,,,
2026-05-20 18:27:06,2026-05-20 18:33:31,Dirección IP,181.238.67.185,100,384,Verdadero,2026-05-20 18:33:31,R_3G41R6rNGMzDtpn,,,,,-34.6022,-58.3845,anonymous,ES-ES,18,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,No,Si,Poco importante,Si,,,,,,,,,
2026-05-20 20:04:10,2026-05-20 20:06:42,Dirección IP,186.128.179.253,100,152,Verdadero,2026-05-20 20:06:43,R_7rV63f2RYXRjy31,,,,,-34.7313,-58.2549,anonymous,ES-ES,20,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-20 21:14:58,2026-05-20 21:18:47,Dirección IP,190.246.230.220,100,229,Verdadero,2026-05-20 21:18:48,R_3ALQW7c9RnKyzzP,,,,,-24.7831,-65.4111,anonymous,ES-ES,18,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Prefiero no responder,Si,,,,Si,Poco importante,Prefiero no responder,,,,,,
2026-05-19 17:23:18,2026-05-20 21:48:22,Dirección IP,190.190.90.222,100,102303,Verdadero,2026-05-20 21:48:23,R_50cLqqVFyU1S16W,,,,,-34.9309,-57.9417,anonymous,ES-ES,20,Hombre/Masculino,Universitario,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,Si,Muy importante,Si,,,,,,
